LP,Ebene3_ID,Ebene2_ID,Ebene1_ID,Bezeichnung,Ebene3_Name,Ebene2_Name,Ebene1_Name,Kapitel/Titel
E24122,E241,E2,E,Aktive Sonnenenergienutzung - selektive Beschichtung,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24123,E241,E2,E,Aktive Sonnenenergienutzung - solare Warmwasserbereitung für Sportstätten und Schwimmbäder,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24124,E241,E2,E,Aktive Sonnenenergienutzung - solare Warmwasserbereitung für Haushalte,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24125,E241,E2,E,Aktive Sonnenenergienutzung - solare Warmwasserbereitung für Kleinverbrauch,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24131,E241,E2,E,Wärmepumpen - elektrische,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24132,E241,E2,E,Wärmepumpen - verbrennungsmotorische,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24133,E241,E2,E,Wärmepumpen - Absorption,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24151,E241,E2,E,"Rationelle Energieverwendung in Haushalt und Kleinverbrauch - konventionelle Wärmedämmung, Prüf- und Testverfahren",Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24152,E241,E2,E,"Rationelle Energieverwendung in Haushalt und Kleinverbrauch - kontrollierte Lüftung, Wärmerückgewinnung",Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24153,E241,E2,E,Rationelle Energieverwendung in Haushalt und Kleinverbrauch - energiesparende Haushaltsgeräte,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24154,E241,E2,E,Rationelle Energieverwendung in Haushalt und Kleinverbrauch - Verbesserung konventioneller Heizungssysteme,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24155,E241,E2,E,"Rationelle Energieverwendung in Haushalt und Kleinverbrauch - Beratungs-, Informationsund Prognose-Systeme",Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24159,E241,E2,E,"Rationelle Energieverwendung in Haushalt und Kleinverbrauch - übergreifende Maßnahmen, Statusseminare",Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24181,E241,E2,E,Vorbereitende Projektförderung zur Fördermaßnahme SOLARTHERMIE-2000,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24182,E241,E2,E,Begleitende Projektförderung zur Fördermaßnahme SOLARTHERMIE-2000,Rationelle Energieverwendung und Solarenergienutzung in Haushalt und Kleinverbrauch,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24200,E242,E2,E,Fördermaßnahme SOLARTHERMIE-2000 - indirekt-spezifische Förderung,Solarenergie - indirekt-spezifische Förderung,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,160289221
E24300,E243,E2,E,Solaroptimiertes Bauen,Solaroptimiertes Bauen,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E24400,E244,E2,E,Energieoptimierte Verbesserung der Bausubstanz,Energieoptimierte Verbesserung der Bausubstanz,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E25010,E250,E2,E,"Leitprojekt ""Energieerzeugung und -speicherung für den dezentralen und mobilen Einsatz"" - Koordinierungsphase","Leitprojekt ""Energieerzeugung und -speicherung für den dezentralen und mobilen Einsatz""",Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E25020,E250,E2,E,"Leitprojekt ""Energieerzeugung und -speicherung für den dezentralen und mobilen Einsatz"" - Durchführungsphase","Leitprojekt ""Energieerzeugung und -speicherung für den dezentralen und mobilen Einsatz""",Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E25030,E250,E2,E,"Leitprojekt ""Energieerzeugung und -speicherung für den dezentralen und mobilen Einsatz"" - Sonstiges","Leitprojekt ""Energieerzeugung und -speicherung für den dezentralen und mobilen Einsatz""",Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,090289221
E26010,E260,E2,E,Grundlagenforschung Energie,Grundlagenforschung Energie,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,300468541
E26090,E260,E2,E,Projektstabskosten,Grundlagenforschung Energie,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,300468541
E26091,E260,E2,E,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Grundlagenforschung Energie,Erneuerbare Energien und rationelle Energieverwendung,Energieforschung und Energietechnologie,300468541
E31100,E260,E3,E,Brutreaktoren (SBR) - Kompakte natriumgekühlte Kernreaktoranlage (KNK II),Grundlagenforschung Energie,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,300468541
E31210,E260,E3,E,Brutreaktoren (SBR) - SNR 300 - Errichtung (einschl. Plutonium),Grundlagenforschung Energie,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,300468541
E31220,E260,E3,E,Brutreaktoren (SBR) - SNR 300 - Projektbegleiter,Grundlagenforschung Energie,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,300468541
E31230,E260,E3,E,"Brutreaktoren (SBR) - SNR 300 - bauzugehörige, inbetriebnahme- und betriebsbegleitende Forschung und Entwicklung",Grundlagenforschung Energie,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,300468541
E31310,E260,E3,E,Brutreaktoren (SBR) - Weiterentwicklung - sicherheitsbezogene Arbeiten,Grundlagenforschung Energie,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,300468541
E31320,E260,E3,E,Brutreaktoren (SBR) - Weiterentwicklung - Beteiligung am Super Phoenix,Grundlagenforschung Energie,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,300468541
E31330,E260,E3,E,Brutreaktoren (SBR) - Weiterentwicklung - FuE im Rahmen der europäischen Zusammenarbeit,Grundlagenforschung Energie,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,300468541
E31350,E260,E3,E,Brutreaktoren (SBR) - Weiterentwicklung - Studien und Gutachten,Grundlagenforschung Energie,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,300468541
E31400,E260,E3,E,Brutreaktoren (SBR) - Brennstoffkreislauf,Grundlagenforschung Energie,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,300468541
E32100,E260,E3,E,THTR 300 (einschl. Projektbegleitung),Grundlagenforschung Energie,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,300468541
E32211,E322,E3,E,"HTR-Kraft-Wärme-Kopplung - Studien, Gutachten",Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E32212,E322,E3,E,"HTR-Kraft-Wärme-Kopplung - Technologie, Sicherheit",Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E32220,E322,E3,E,HTR-Brennstoffkreislauf,Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E32231,E322,E3,E,"HTR-Prozeßwärme - Studien, Gutachten",Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E32232,E322,E3,E,HTR-Prozeßwärme - Nukleares Wärmeerzeugungs-System (NWS),Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E32233,E322,E3,E,"HTR-Prozeßwärme - Komponenten, Verfahren",Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E32234,E322,E3,E,HTR-Prozeßwärme - Planung,Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E32290,E322,E3,E,Projektstabskosten,Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E32291,E322,E3,E,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E32299,E322,E3,E,Sonstiges im Rahmen der HTR-Weiterentwicklung,Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E33010,E322,E3,E,Kernkraftwerk Niederaichbach (abgeschlossen),Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E33020,E322,E3,E,Heißdampfreaktoren (abgeschlossen),Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E33030,E322,E3,E,Leichtwasserreaktoren (abgeschlossen),Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E33040,E322,E3,E,Forschungsreaktoren (insbesondere MPR 30 - Indonesien),Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E33050,E322,E3,E,Studien und Gutachten im Rahmen der übrigen Reaktorentwicklung,Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E33091,E322,E3,E,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Hochtemperaturreaktoren (HTR) - Weiterentwicklung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34110,E341,E3,E,Uransuche und -gewinnung,Kernbrennstoffversorgung (ohne Urananreicherung),Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34120,E341,E3,E,Lagerung von Kernbrennstoffen,Kernbrennstoffversorgung (ohne Urananreicherung),Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34130,E341,E3,E,Uranhexafluorid-Konversionsverfahren,Kernbrennstoffversorgung (ohne Urananreicherung),Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34140,E341,E3,E,Brennelemententwicklung,Kernbrennstoffversorgung (ohne Urananreicherung),Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34150,E341,E3,E,Anreicherungsreduzierung bei Forschungs- und Materialtestreaktoren,Kernbrennstoffversorgung (ohne Urananreicherung),Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34190,E341,E3,E,Projektstabskosten,Kernbrennstoffversorgung (ohne Urananreicherung),Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34191,E341,E3,E,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Kernbrennstoffversorgung (ohne Urananreicherung),Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34210,E342,E3,E,Gasultrazentrifugenverfahren,Urananreicherung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34211,E342,E3,E,2000 jato-Programm der URENCO,Urananreicherung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34220,E342,E3,E,Laserverfahren im Rahmen der Urananreicherung,Urananreicherung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E34230,E342,E3,E,Sonstige neue Urananreicherungsverfahren,Urananreicherung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E35110,E351,E3,E,Radioökologie,Wiederaufarbeitung und Rückführung von Kernbrennstoffen; Spaltmaterialüberwachung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
E35120,E351,E3,E,Wiederaufarbeitung (einschl. Eurochemic),Wiederaufarbeitung und Rückführung von Kernbrennstoffen; Spaltmaterialüberwachung,Nukleare Energieforschung (ohne Beseitigung kerntechnischer Anlagen),Energieforschung und Energietechnologie,090268622
